customer_id,signup_date,acquisition_channel,signup_discount,plan_type,meals_per_week,servings,weekly_price,weeks_active,weeks_skipped,skip_rate,times_paused,support_contacts,delivery_issues,app_sessions_last_30_days,avg_recipe_rating,avg_recipe_difficulty_rating,nps_score,churned,weeks_to_churn
HF-00659,2022-09-10,organic,30_percent,Fit_and_Wholesome,3,4,58.57,53,13,0.24,2,2,2,13,5.0,3.3,52,0,
HF-00660,2023-05-14,paid_social,free_first_box,Classic,4,2,42.71,13,4,0.34,3,5,3,3,2.8,3.4,-42,1,8
HF-00661,2024-01-24,influencer,free_first_box,Pescatarian,5,4,101.7,51,9,0.17,1,2,1,7,4.4,1.9,43,0,
HF-00662,2022-02-04,influencer,50_percent,Classic,2,2,20.6,72,11,0.15,1,1,0,18,3.9,1.4,18,0,
HF-00663,2023-12-28,paid_social,30_percent,Classic,2,4,39.12,28,9,0.34,3,1,1,8,5.0,3.1,78,1,17
HF-00664,2024-04-28,organic,30_percent,Fit_and_Wholesome,2,2,22.09,87,0,0.0,0,0,0,18,5.0,3.3,65,0,
HF-00665,2022-03-31,paid_social,50_percent,Classic,3,4,58.95,42,14,0.33,1,2,1,9,3.8,3.1,7,0,
HF-00666,2024-02-15,influencer,30_percent,Fit_and_Wholesome,3,4,63.02,51,8,0.16,3,2,0,8,4.8,3.0,89,1,27
HF-00667,2023-08-28,tv_ad,30_percent,Classic,4,4,80.06,81,8,0.09,0,0,0,16,4.3,2.8,95,0,
HF-00668,2023-08-25,paid_social,free_first_box,Classic,3,4,62.34,40,10,0.24,2,3,2,7,4.5,2.8,36,1,29
HF-00669,2023-02-22,influencer,30_percent,Classic,3,2,29.71,79,8,0.11,0,0,0,23,5.0,3.1,100,0,
HF-00670,2022-04-25,organic,50_percent,Pescatarian,4,2,40.06,46,7,0.15,2,1,1,10,3.8,1.8,81,0,
HF-00671,2023-09-09,tv_ad,none,Veggie,3,4,62.33,47,0,0.0,1,1,0,12,5.0,2.6,100,1,30
HF-00672,2024-06-21,referral,50_percent,Fit_and_Wholesome,3,4,64.27,89,0,0.0,0,1,1,17,5.0,2.9,100,0,
HF-00673,2022-07-15,influencer,free_first_box,Classic,2,2,23.08,35,9,0.25,0,2,1,9,4.0,2.8,40,0,
HF-00674,2024-04-05,paid_social,30_percent,Veggie,3,2,31.69,51,13,0.26,1,2,1,10,4.9,2.7,72,0,
HF-00675,2023-05-16,paid_social,30_percent,Veggie,3,2,31.12,73,0,0.0,0,0,0,16,4.5,2.4,34,0,
HF-00676,2023-09-18,paid_social,50_percent,Family,3,2,28.93,67,5,0.07,1,2,1,7,3.4,3.3,-18,0,
HF-00677,2023-05-08,tv_ad,50_percent,Fit_and_Wholesome,5,2,50.49,57,16,0.29,0,1,1,9,3.9,2.5,32,1,18
HF-00678,2022-03-16,influencer,50_percent,Fit_and_Wholesome,5,2,48.07,53,14,0.27,3,2,1,14,3.3,2.6,21,0,
HF-00679,2023-02-17,influencer,30_percent,Classic,4,2,40.67,38,4,0.1,1,2,1,12,4.3,3.3,34,1,21
HF-00680,2023-01-11,tv_ad,30_percent,Veggie,3,2,30.82,56,10,0.19,2,2,1,18,5.0,1.4,100,0,
HF-00681,2023-02-24,paid_social,free_first_box,Veggie,4,2,36.0,15,7,0.44,4,3,1,8,3.9,2.3,18,1,11
HF-00682,2023-12-30,paid_social,free_first_box,Pescatarian,3,2,30.02,29,6,0.2,1,2,2,8,2.9,3.9,-42,1,29
HF-00683,2022-10-04,paid_social,50_percent,Classic,2,2,20.79,36,9,0.26,1,1,0,10,3.8,3.1,34,0,
HF-00684,2024-01-31,paid_social,free_first_box,Classic,3,4,59.71,19,12,0.61,2,4,1,5,4.3,2.5,25,1,17
HF-00685,2023-11-07,paid_social,50_percent,Classic,2,2,20.68,32,6,0.19,2,2,0,6,3.8,3.1,41,0,
HF-00686,2023-01-29,referral,50_percent,Classic,3,4,57.2,45,12,0.28,2,1,0,13,3.6,2.1,78,0,
HF-00687,2024-05-18,paid_social,30_percent,Classic,3,4,58.33,51,12,0.24,2,1,1,4,3.6,2.2,26,0,
HF-00688,2023-04-02,paid_social,50_percent,Pescatarian,5,2,51.97,53,11,0.22,2,2,1,10,3.2,3.0,3,0,
HF-00689,2022-07-11,paid_social,50_percent,Veggie,3,2,29.94,27,12,0.43,2,3,2,8,4.1,2.6,33,1,14
HF-00690,2024-01-09,paid_social,none,Pescatarian,5,2,50.58,67,6,0.09,1,2,0,15,4.7,2.2,56,0,
HF-00691,2023-11-20,tv_ad,50_percent,Pescatarian,2,2,18.87,69,8,0.12,0,0,1,18,5.0,2.3,82,0,
HF-00692,2022-04-09,organic,50_percent,Classic,2,2,20.0,45,8,0.17,2,2,0,9,4.9,3.3,87,0,
HF-00693,2023-07-02,tv_ad,50_percent,Veggie,3,2,25.34,60,4,0.07,3,1,1,18,4.5,2.9,19,1,45
HF-00694,2022-04-06,referral,50_percent,Classic,3,2,31.63,63,10,0.15,1,2,0,25,4.8,2.0,69,0,
HF-00695,2023-10-26,paid_social,free_first_box,Pescatarian,2,2,23.58,1,1,0.51,4,5,2,4,4.1,3.2,22,1,1
HF-00696,2023-10-25,organic,none,Classic,2,4,37.79,82,17,0.21,1,0,0,22,5.0,1.2,100,0,
HF-00697,2022-07-09,paid_social,50_percent,Classic,3,2,28.06,55,11,0.2,1,2,0,12,3.0,4.4,-49,1,32
HF-00698,2024-01-06,paid_social,50_percent,Classic,3,4,60.76,58,9,0.16,0,1,1,9,3.6,2.2,46,1,34
HF-00699,2022-02-06,paid_social,50_percent,Veggie,4,2,42.87,9,4,0.43,2,5,3,0,3.9,3.1,48,1,8
HF-00700,2024-02-19,paid_social,30_percent,Classic,3,2,29.94,6,2,0.33,2,3,2,0,4.5,3.2,5,0,
HF-00701,2023-01-04,paid_social,none,Classic,2,2,17.5,41,11,0.27,1,1,1,15,5.0,2.0,100,0,
HF-00702,2023-11-26,paid_social,free_first_box,Fit_and_Wholesome,4,4,79.42,28,8,0.3,3,3,1,8,4.3,3.8,22,0,
HF-00703,2023-06-09,organic,50_percent,Pescatarian,2,2,17.9,72,10,0.13,0,1,0,17,4.7,4.1,60,0,
HF-00704,2022-10-06,paid_social,free_first_box,Classic,4,2,38.58,29,7,0.25,3,3,1,10,4.6,2.6,7,0,
HF-00705,2022-08-05,paid_social,50_percent,Veggie,4,4,79.23,49,9,0.19,1,3,2,7,5.0,3.4,3,0,
HF-00706,2024-05-16,influencer,50_percent,Pescatarian,5,4,97.94,40,10,0.24,1,2,1,6,4.5,2.0,88,0,
HF-00707,2024-05-22,paid_social,free_first_box,Classic,3,2,28.38,33,8,0.24,2,3,0,0,5.0,4.1,-26,1,20
HF-00708,2024-03-08,paid_social,50_percent,Pescatarian,3,4,60.03,38,7,0.18,0,1,0,11,5.0,3.8,21,0,
HF-00709,2022-09-30,influencer,30_percent,Classic,3,4,60.31,36,7,0.18,0,2,0,5,3.7,3.5,62,1,19
HF-00710,2024-05-30,paid_social,50_percent,Fit_and_Wholesome,3,2,27.09,32,9,0.29,2,3,0,0,3.4,2.2,19,0,
HF-00711,2022-03-03,paid_social,free_first_box,Veggie,3,2,30.73,10,4,0.41,3,3,1,3,5.0,3.0,-26,1,6
HF-00712,2023-08-19,referral,30_percent,Veggie,3,4,59.12,88,0,0.0,0,0,0,19,5.0,2.2,82,0,
HF-00713,2024-05-29,paid_social,30_percent,Pescatarian,4,4,81.28,79,1,0.01,0,0,0,16,4.3,2.4,61,0,
HF-00714,2023-12-30,referral,none,Classic,2,2,21.52,94,4,0.04,1,0,0,19,5.0,3.3,88,0,
HF-00715,2022-12-08,influencer,free_first_box,Classic,4,4,78.75,11,4,0.4,3,4,2,0,4.8,1.7,52,1,7
HF-00716,2023-02-01,paid_social,none,Veggie,4,2,41.15,65,16,0.25,1,0,0,19,5.0,2.7,93,0,
HF-00717,2023-11-30,referral,50_percent,Fit_and_Wholesome,3,2,28.27,78,0,0.0,2,1,2,20,5.0,3.1,90,0,
HF-00718,2022-01-19,referral,50_percent,Classic,3,2,32.59,61,0,0.0,2,0,0,14,5.0,2.1,81,0,
HF-00719,2022-06-26,paid_social,50_percent,Fit_and_Wholesome,3,2,28.34,34,7,0.21,1,2,1,3,4.4,3.3,65,0,
HF-00720,2023-09-04,organic,50_percent,Classic,5,4,100.51,45,4,0.09,1,3,1,10,4.2,3.1,21,0,
HF-00721,2023-01-31,paid_social,none,Classic,2,2,19.58,66,6,0.1,2,0,0,19,4.5,2.3,100,0,
HF-00722,2023-03-21,referral,50_percent,Fit_and_Wholesome,3,2,27.91,89,14,0.16,1,2,0,15,4.5,3.2,76,0,
HF-00723,2022-08-21,paid_social,50_percent,Classic,3,2,31.74,1,0,0.38,2,3,2,10,4.5,2.5,74,1,1
HF-00724,2022-03-17,referral,free_first_box,Veggie,5,2,48.67,39,11,0.29,0,3,2,11,4.7,3.4,62,1,34
HF-00725,2022-09-22,paid_social,30_percent,Classic,4,4,76.44,66,8,0.13,0,0,0,16,4.3,2.6,100,0,
HF-00726,2023-03-31,influencer,free_first_box,Classic,3,4,54.12,36,9,0.26,1,3,1,9,5.0,2.7,24,1,18
HF-00727,2024-03-06,paid_social,50_percent,Veggie,2,2,18.21,23,9,0.41,2,3,2,2,3.7,2.9,34,1,21
HF-00728,2023-12-19,referral,free_first_box,Veggie,3,4,62.63,44,9,0.2,2,1,0,13,4.6,1.7,100,0,
HF-00729,2024-01-05,referral,50_percent,Classic,2,2,22.48,62,0,0.0,1,0,0,10,5.0,2.3,92,0,
HF-00730,2023-01-19,organic,50_percent,Classic,4,4,78.4,37,6,0.17,2,2,1,2,3.8,1.8,100,0,
HF-00731,2023-07-18,referral,free_first_box,Classic,4,4,79.09,56,7,0.12,1,1,1,12,4.7,2.9,47,0,
HF-00732,2024-04-30,organic,free_first_box,Veggie,4,2,38.99,42,6,0.14,0,2,0,12,4.2,3.2,56,0,
HF-00733,2023-05-21,organic,50_percent,Family,3,4,57.21,46,12,0.26,0,1,0,12,4.0,2.8,91,1,46
HF-00734,2023-01-02,influencer,30_percent,Pescatarian,3,2,28.04,64,0,0.0,0,0,0,13,5.0,2.1,96,0,
HF-00735,2022-05-24,paid_social,30_percent,Classic,2,2,21.92,69,6,0.09,2,2,1,12,4.8,2.5,79,1,24
HF-00736,2024-06-03,referral,30_percent,Classic,3,2,30.95,61,0,0.0,0,0,0,16,5.0,2.7,99,0,
HF-00737,2022-03-10,influencer,30_percent,Family,2,4,40.47,84,0,0.0,1,1,0,13,4.1,3.3,-1,0,
HF-00738,2022-04-09,tv_ad,30_percent,Veggie,4,2,37.25,71,11,0.16,0,0,0,14,5.0,3.5,100,0,
HF-00739,2023-01-31,influencer,free_first_box,Veggie,2,4,40.12,25,10,0.41,1,3,0,3,4.2,3.4,43,0,
HF-00740,2022-01-25,paid_social,none,Fit_and_Wholesome,4,4,75.23,78,8,0.1,1,1,0,14,3.7,2.6,100,0,
HF-00741,2024-06-09,paid_social,50_percent,Classic,3,2,31.63,13,6,0.46,2,3,1,3,4.5,2.9,67,0,
HF-00742,2023-04-14,referral,30_percent,Veggie,3,2,30.46,77,0,0.0,1,0,0,24,5.0,2.3,62,0,
HF-00743,2023-04-29,organic,30_percent,Family,2,2,17.27,59,2,0.03,0,1,1,18,4.9,2.5,85,0,
HF-00744,2023-07-19,referral,none,Fit_and_Wholesome,3,2,33.17,93,3,0.03,1,0,0,21,4.6,2.9,78,0,
HF-00745,2022-05-31,referral,30_percent,Classic,3,2,26.35,48,11,0.23,0,1,1,13,5.0,2.1,73,0,
HF-00746,2022-05-24,influencer,50_percent,Classic,4,4,80.9,49,9,0.19,1,1,1,12,4.5,2.7,100,0,
HF-00747,2023-07-23,paid_social,free_first_box,Classic,2,4,41.03,59,14,0.24,0,2,0,13,4.7,2.8,64,0,
HF-00748,2022-02-08,influencer,30_percent,Fit_and_Wholesome,4,2,37.44,47,6,0.13,1,2,0,14,4.8,3.7,68,0,
HF-00749,2022-04-19,referral,50_percent,Classic,4,2,39.84,89,11,0.13,0,1,0,12,5.0,2.7,100,0,
HF-00750,2023-11-24,paid_social,50_percent,Classic,2,2,16.69,21,9,0.45,2,2,1,5,3.7,3.4,-4,1,18
HF-00751,2022-02-11,referral,free_first_box,Family,4,2,34.23,53,11,0.21,2,2,1,9,5.0,2.2,81,1,25
HF-00752,2022-07-05,organic,50_percent,Classic,3,4,57.74,55,13,0.24,1,1,0,18,5.0,3.4,100,0,
HF-00753,2023-02-02,paid_social,50_percent,Classic,4,4,78.61,3,1,0.19,2,4,1,8,4.4,3.2,38,1,2
HF-00754,2022-08-11,paid_social,50_percent,Classic,2,2,21.25,25,6,0.25,3,3,2,3,3.9,3.7,50,1,13
HF-00755,2023-09-26,tv_ad,free_first_box,Classic,2,2,20.09,21,6,0.27,2,2,2,7,3.6,3.3,-43,0,
HF-00756,2022-05-13,paid_social,none,Classic,2,4,40.11,78,0,0.0,0,0,0,17,4.5,2.7,78,0,
HF-00757,2022-06-12,referral,50_percent,Pescatarian,3,2,27.91,92,16,0.17,0,1,0,14,4.4,2.0,60,0,
HF-00758,2022-08-03,referral,free_first_box,Pescatarian,4,2,38.86,66,2,0.03,0,1,0,18,4.9,3.9,100,0,
HF-00759,2024-01-03,referral,50_percent,Veggie,4,2,38.06,70,11,0.16,1,1,1,7,5.0,2.7,100,1,24
HF-00760,2022-08-23,organic,50_percent,Classic,5,2,47.45,31,8,0.26,1,2,0,9,5.0,3.6,100,1,27
HF-00761,2024-04-22,paid_social,50_percent,Veggie,2,2,18.77,31,9,0.29,3,4,1,1,4.9,2.8,7,1,15
HF-00762,2023-10-20,referral,30_percent,Classic,2,2,20.11,79,2,0.02,0,0,0,13,5.0,2.8,66,0,
HF-00763,2024-01-21,paid_social,50_percent,Classic,3,2,28.79,23,9,0.38,2,4,2,0,3.9,3.6,51,1,16
HF-00764,2023-08-11,organic,50_percent,Family,2,2,19.31,68,13,0.19,1,0,1,17,4.7,2.8,100,0,
HF-00765,2022-01-09,paid_social,50_percent,Classic,3,2,31.33,30,8,0.27,2,3,1,12,5.0,2.3,91,0,
HF-00766,2022-03-15,referral,50_percent,Classic,3,2,28.94,49,8,0.16,0,0,1,10,5.0,2.4,71,0,
HF-00767,2023-05-07,paid_social,free_first_box,Veggie,2,2,17.29,38,11,0.28,2,4,1,12,3.2,3.0,-3,0,
HF-00768,2022-09-10,paid_social,30_percent,Veggie,3,4,61.01,31,6,0.19,1,0,1,7,5.0,4.1,100,0,
HF-00769,2022-08-18,paid_social,50_percent,Classic,3,2,30.47,48,0,0.0,2,1,0,13,4.7,2.7,35,0,
HF-00770,2023-06-03,paid_social,50_percent,Classic,3,2,30.6,40,10,0.26,1,2,2,10,4.8,1.6,39,1,27
HF-00771,2022-06-23,influencer,50_percent,Classic,4,4,81.09,42,18,0.42,3,3,2,5,4.1,3.0,36,0,
HF-00772,2023-10-15,paid_social,30_percent,Fit_and_Wholesome,2,2,20.87,22,7,0.33,2,3,1,8,3.4,3.0,36,1,8
HF-00773,2022-06-17,tv_ad,50_percent,Classic,5,4,99.86,56,18,0.33,1,2,1,12,4.9,2.8,20,1,27
HF-00774,2022-06-19,tv_ad,free_first_box,Classic,3,2,34.72,44,7,0.17,1,0,1,11,4.0,2.6,46,1,21
HF-00775,2023-01-28,referral,50_percent,Veggie,5,2,47.33,75,5,0.06,0,1,1,18,4.5,2.3,98,0,
HF-00776,2024-03-05,paid_social,free_first_box,Pescatarian,2,2,18.79,20,4,0.22,2,4,1,8,4.2,2.3,13,1,9
HF-00777,2023-09-26,paid_social,free_first_box,Classic,3,2,31.87,42,18,0.43,1,4,2,3,4.8,4.1,23,1,31
HF-00778,2022-07-13,organic,none,Classic,3,2,30.23,82,0,0.0,0,0,1,21,5.0,2.6,93,0,
HF-00779,2023-06-01,paid_social,30_percent,Veggie,4,2,41.44,57,12,0.22,2,2,1,17,4.5,2.8,81,0,
HF-00780,2022-01-29,paid_social,free_first_box,Fit_and_Wholesome,3,4,60.22,34,10,0.28,3,2,0,9,4.3,3.7,16,1,27
HF-00781,2022-06-14,referral,free_first_box,Classic,3,2,32.69,53,8,0.16,0,0,1,16,5.0,4.1,100,0,
HF-00782,2023-02-26,influencer,none,Classic,5,2,47.88,69,9,0.14,1,1,1,16,4.8,2.3,100,0,
HF-00783,2022-12-05,organic,none,Classic,3,2,32.62,72,6,0.09,1,0,0,16,5.0,2.7,90,0,
HF-00784,2023-10-10,paid_social,30_percent,Classic,2,4,42.26,18,7,0.36,1,3,2,9,4.6,3.0,100,0,
HF-00785,2023-05-11,organic,free_first_box,Veggie,3,4,57.46,24,8,0.33,1,1,1,6,3.6,3.5,31,1,12
HF-00786,2022-12-31,paid_social,30_percent,Classic,3,4,61.14,58,13,0.22,0,1,0,13,4.2,3.7,-23,0,
HF-00787,2024-04-12,paid_social,50_percent,Pescatarian,3,2,29.85,43,11,0.27,1,2,1,8,3.6,3.8,12,0,
HF-00788,2022-12-08,influencer,free_first_box,Veggie,3,2,28.73,27,12,0.45,0,1,2,11,4.3,2.7,41,1,25
HF-00789,2023-05-15,paid_social,none,Veggie,5,2,46.12,65,4,0.06,1,0,0,19,4.6,3.2,100,0,
HF-00790,2023-10-19,paid_social,50_percent,Classic,4,4,77.82,11,4,0.37,1,3,1,8,3.3,3.3,-38,1,6
HF-00791,2023-05-26,paid_social,30_percent,Veggie,2,4,41.34,61,3,0.05,1,2,1,15,4.8,2.7,100,0,
HF-00792,2022-11-23,influencer,free_first_box,Classic,2,4,41.55,9,3,0.29,2,4,2,0,3.4,3.7,-31,0,
HF-00793,2022-08-05,organic,30_percent,Pescatarian,5,2,49.48,71,3,0.04,1,0,1,7,4.8,2.1,70,0,
HF-00794,2022-10-28,organic,50_percent,Family,4,2,41.55,61,9,0.14,2,1,0,12,4.2,3.3,11,0,
HF-00795,2022-05-12,organic,50_percent,Classic,5,2,51.79,56,13,0.22,2,0,0,11,5.0,2.9,93,0,
HF-00796,2024-03-14,paid_social,30_percent,Classic,3,2,30.25,53,6,0.11,2,2,2,5,4.1,2.1,-7,0,
HF-00797,2022-03-11,referral,none,Classic,4,2,38.48,94,0,0.0,0,0,0,19,4.8,3.3,97,0,
HF-00798,2022-09-09,paid_social,50_percent,Fit_and_Wholesome,4,2,40.8,48,3,0.07,2,3,0,8,3.9,2.5,15,0,
HF-00799,2023-02-19,paid_social,30_percent,Fit_and_Wholesome,2,4,40.89,42,6,0.14,2,1,0,15,4.0,2.7,80,0,
HF-00800,2024-02-26,referral,free_first_box,Pescatarian,3,2,31.29,58,12,0.2,1,2,1,14,4.4,3.6,75,0,
HF-00801,2023-03-21,tv_ad,free_first_box,Fit_and_Wholesome,3,4,61.61,52,7,0.14,1,2,0,10,3.7,3.3,44,0,
HF-00802,2024-05-25,paid_social,50_percent,Classic,3,2,27.22,31,5,0.16,2,1,1,6,4.4,3.5,55,1,23
HF-00803,2022-07-01,paid_social,50_percent,Veggie,4,2,38.9,59,14,0.23,1,2,2,8,5.0,3.2,67,1,50
HF-00804,2022-06-16,paid_social,50_percent,Fit_and_Wholesome,4,2,36.12,17,7,0.42,2,3,2,6,4.2,2.6,47,1,7
HF-00805,2022-04-01,paid_social,free_first_box,Veggie,4,2,41.41,50,19,0.38,1,2,2,7,3.5,2.3,44,1,37
HF-00806,2023-12-15,influencer,50_percent,Veggie,4,2,39.5,60,11,0.18,1,1,1,16,4.1,3.2,13,0,
HF-00807,2024-05-07,referral,30_percent,Veggie,3,2,30.8,81,0,0.0,2,0,0,18,4.8,2.9,100,0,
HF-00808,2023-06-15,referral,30_percent,Veggie,3,2,26.99,80,9,0.11,1,0,0,20,5.0,3.2,93,0,
HF-00809,2022-02-08,organic,50_percent,Veggie,4,4,82.64,86,10,0.12,0,0,0,17,3.7,3.2,85,0,
HF-00810,2022-05-06,paid_social,50_percent,Veggie,3,4,57.49,61,19,0.31,1,2,1,4,4.0,2.5,69,0,
HF-00811,2023-03-27,referral,50_percent,Fit_and_Wholesome,2,4,41.47,65,0,0.0,0,1,0,22,5.0,3.0,90,0,
HF-00812,2022-06-22,referral,none,Veggie,3,2,30.18,70,0,0.0,1,0,1,19,4.2,1.2,100,0,
HF-00813,2023-10-15,referral,50_percent,Veggie,2,2,19.58,84,0,0.0,0,0,0,21,5.0,3.3,100,0,
HF-00814,2024-01-24,tv_ad,30_percent,Fit_and_Wholesome,3,2,29.4,47,2,0.05,0,0,0,25,4.6,2.0,88,1,32
HF-00815,2022-08-08,organic,30_percent,Classic,3,4,58.6,61,6,0.09,0,1,0,15,5.0,2.0,100,0,
HF-00816,2023-09-30,paid_social,50_percent,Classic,2,2,22.55,25,4,0.15,1,3,1,5,3.5,4.9,-54,1,10
HF-00817,2022-02-27,influencer,30_percent,Classic,5,2,49.93,72,0,0.0,0,0,0,17,4.4,2.9,57,0,
HF-00818,2023-10-22,paid_social,50_percent,Veggie,4,2,37.38,29,9,0.3,1,3,1,5,4.3,3.0,0,1,16
HF-00819,2023-04-21,paid_social,30_percent,Veggie,4,2,39.15,83,7,0.09,0,1,0,19,5.0,1.8,100,0,
HF-00820,2023-04-01,paid_social,50_percent,Family,3,4,60.14,26,7,0.28,4,3,1,6,3.5,3.3,9,0,
HF-00821,2024-04-08,paid_social,50_percent,Classic,4,2,41.72,27,8,0.28,2,2,1,13,4.0,3.4,38,1,13
HF-00822,2024-06-13,referral,30_percent,Classic,4,2,38.71,70,6,0.09,0,1,0,18,4.2,2.3,95,0,
HF-00823,2022-12-27,organic,30_percent,Classic,3,4,58.8,49,0,0.0,0,0,0,18,4.6,1.2,60,0,
HF-00824,2022-01-01,influencer,free_first_box,Classic,5,2,49.95,35,8,0.23,1,2,2,8,3.4,3.8,50,1,24
HF-00825,2023-01-22,referral,50_percent,Fit_and_Wholesome,2,2,21.71,75,0,0.0,1,1,1,19,5.0,2.3,100,0,
HF-00826,2022-12-14,referral,50_percent,Classic,5,2,47.16,92,0,0.0,0,0,1,15,4.7,2.5,61,0,
HF-00827,2022-07-09,paid_social,none,Veggie,3,4,60.89,86,0,0.0,0,0,0,22,5.0,2.5,90,0,
HF-00828,2023-05-20,paid_social,50_percent,Fit_and_Wholesome,3,4,58.95,12,7,0.56,4,4,2,4,3.9,2.4,62,1,6
HF-00829,2022-07-10,referral,50_percent,Veggie,2,2,19.31,76,5,0.06,0,1,1,18,4.8,3.6,62,0,
HF-00830,2023-05-23,referral,50_percent,Pescatarian,3,4,63.88,48,7,0.15,2,0,0,16,5.0,2.9,95,0,
HF-00831,2023-01-04,influencer,50_percent,Classic,3,2,29.55,57,5,0.09,2,2,1,5,4.9,3.1,55,1,32
HF-00832,2023-02-13,paid_social,30_percent,Classic,5,2,51.41,36,9,0.26,2,2,1,9,4.6,4.1,59,0,
HF-00833,2024-04-03,paid_social,30_percent,Pescatarian,5,2,51.34,49,6,0.12,0,1,0,13,5.0,2.1,100,0,
HF-00834,2022-04-27,referral,free_first_box,Pescatarian,5,4,97.44,76,1,0.02,1,0,1,19,4.3,3.5,75,0,
HF-00835,2022-05-14,paid_social,free_first_box,Classic,3,2,26.25,28,11,0.4,4,3,2,8,4.2,1.7,41,1,20
HF-00836,2022-02-27,paid_social,none,Classic,5,4,101.44,42,7,0.18,0,2,1,13,5.0,2.9,100,0,
HF-00837,2023-07-10,organic,50_percent,Classic,3,4,57.71,78,0,0.0,0,1,0,21,4.0,4.1,47,0,
HF-00838,2023-11-16,paid_social,30_percent,Classic,4,4,76.51,46,16,0.34,1,2,1,6,2.9,2.6,2,1,23
HF-00839,2023-11-03,organic,none,Family,2,2,22.01,77,0,0.0,0,0,0,18,4.9,3.5,100,0,
HF-00840,2022-06-22,paid_social,30_percent,Veggie,3,2,27.9,12,6,0.49,2,3,2,0,4.1,2.1,52,1,11
HF-00841,2024-04-08,paid_social,none,Classic,5,2,48.35,30,10,0.33,3,2,1,7,4.5,4.0,43,0,
HF-00842,2024-03-25,paid_social,50_percent,Pescatarian,5,2,53.85,75,12,0.16,0,0,0,11,5.0,2.6,54,0,
HF-00843,2022-05-29,influencer,50_percent,Veggie,3,4,56.56,24,8,0.34,3,3,1,4,4.8,2.6,0,1,8
HF-00844,2022-03-21,paid_social,none,Classic,4,2,37.41,58,7,0.12,1,0,0,19,4.7,2.6,32,0,
HF-00845,2024-06-04,organic,none,Family,2,4,39.0,88,0,0.0,0,0,0,24,5.0,2.5,100,0,
HF-00846,2022-08-01,paid_social,free_first_box,Pescatarian,4,4,79.36,23,8,0.36,2,2,1,4,3.7,3.2,3,1,10
HF-00847,2022-07-22,organic,30_percent,Pescatarian,3,2,28.15,75,3,0.04,0,2,0,19,5.0,2.5,100,0,
HF-00848,2024-02-03,paid_social,50_percent,Veggie,2,2,17.64,13,5,0.42,3,3,1,3,4.2,3.3,-8,1,10
HF-00849,2022-08-17,organic,30_percent,Fit_and_Wholesome,2,2,22.98,102,8,0.08,1,0,0,17,5.0,2.7,99,0,
HF-00850,2023-11-07,referral,50_percent,Classic,2,2,20.49,85,8,0.09,0,0,1,19,5.0,2.5,87,0,
HF-00851,2022-08-15,tv_ad,30_percent,Veggie,4,2,41.09,76,15,0.2,1,1,1,14,4.8,2.4,77,1,27
HF-00852,2023-10-21,paid_social,none,Family,2,2,19.69,81,12,0.14,0,1,0,18,4.8,2.8,100,0,
HF-00853,2023-06-16,paid_social,30_percent,Classic,3,2,30.52,63,8,0.12,1,1,0,8,4.7,3.0,48,0,
HF-00854,2023-03-17,paid_social,30_percent,Fit_and_Wholesome,3,4,61.75,89,3,0.03,1,0,0,16,4.7,2.8,91,0,
HF-00855,2023-02-06,influencer,50_percent,Veggie,3,2,27.95,48,13,0.27,2,3,1,11,5.0,2.6,100,1,46
HF-00856,2022-02-16,referral,50_percent,Classic,4,2,40.45,79,1,0.02,0,0,0,12,4.8,2.1,100,0,
HF-00857,2022-08-21,organic,30_percent,Fit_and_Wholesome,3,2,31.33,47,4,0.09,0,1,1,12,5.0,2.5,100,1,29
HF-00858,2022-11-01,paid_social,none,Classic,3,4,62.97,70,0,0.0,0,0,0,15,5.0,2.4,82,0,
HF-00859,2023-06-10,paid_social,50_percent,Veggie,3,4,63.78,32,12,0.38,2,3,0,6,4.1,1.4,55,0,
HF-00860,2022-05-23,paid_social,50_percent,Classic,3,2,30.08,58,11,0.19,2,2,1,13,5.0,3.4,45,0,
HF-00861,2023-02-19,tv_ad,free_first_box,Family,4,4,82.12,11,5,0.42,3,3,2,2,3.8,3.3,28,1,9
HF-00862,2023-05-28,organic,50_percent,Classic,3,4,54.54,74,0,0.0,1,1,0,19,4.9,2.7,88,0,
HF-00863,2023-01-08,tv_ad,50_percent,Classic,2,4,43.02,57,4,0.06,0,0,0,16,5.0,3.3,52,0,
HF-00864,2023-07-20,paid_social,50_percent,Classic,4,2,38.47,38,9,0.24,1,3,1,10,3.3,2.9,-30,0,
HF-00865,2024-06-04,organic,free_first_box,Family,3,4,59.4,40,7,0.19,0,2,1,8,4.0,3.8,52,0,
HF-00866,2022-09-16,organic,free_first_box,Fit_and_Wholesome,4,2,40.8,33,9,0.28,2,3,1,2,4.9,3.5,58,0,
HF-00867,2023-10-18,paid_social,30_percent,Fit_and_Wholesome,3,4,59.57,49,7,0.14,2,1,1,11,4.4,2.1,65,0,
HF-00868,2023-04-16,influencer,30_percent,Veggie,4,2,40.31,70,1,0.02,0,1,1,18,3.0,2.6,35,0,
HF-00869,2022-01-12,tv_ad,30_percent,Veggie,2,4,43.1,65,0,0.0,2,0,0,24,4.4,3.6,19,0,
HF-00870,2022-11-26,influencer,50_percent,Classic,3,4,59.11,33,6,0.19,2,3,1,5,4.4,3.1,37,1,15
